
codice_cliente,value_segment,life_stage,num_products,engagement_level,strategic_segment,nba_recommendation,urgency_tier,cluster,num_claims,total_claim_amount,num_complaints,num_interactions,conversion_rate,casa_owned,salute_owned,investimento_owned,pip_owned
15056,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15057,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15058,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,1.0,7772.0,3.0,2.0,0.0,0,0,1,0
15059,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15060,Entry-Retail,Young Single,0,Neutral,Entry-Retail Young Single,Casa,HIGH,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
15061,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,2.0,4.0,0.0,0,0,0,0
15062,Mid-Retail,Established Family,2,At-Risk,Mid-Retail Established Family,Casa,MEDIUM,-1,0.0,0.0,2.0,1.0,0.0,0,0,1,0
15063,Upper-Retail,Retired,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,3.0,1.0,0.0,0,0,1,0
15064,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,1,0
15065,Mid-Retail,Young Single,1,Neutral,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,1,0
15066,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,HIGH,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15067,Mid-Retail,Young Single,1,Neutral,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
15068,Entry-Retail,Established Professional,1,At-Risk,Entry-Retail Established Professional,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15069,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,CRITICAL,-1,0.0,0.0,3.0,3.0,0.0,0,0,1,0
15070,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,2.0,0.0,0.0,0,0,1,0
15071,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15072,Mid-Retail,Pre-Retirement,2,At-Risk,Mid-Retail Pre-Retirement,Casa,LOW,-1,1.0,44972.0,2.0,2.0,0.0,0,0,0,0
15073,Upper-Retail,Pre-Retirement,2,At-Risk,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,1.0,13738.0,3.0,1.0,0.0,0,0,1,0
15074,Mid-Retail,Retired,2,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,2.0,3.0,0.3333333333333333,0,0,0,0
15075,Mid-Retail,Established Professional,2,Neutral,Mid-Retail Established Professional,Casa,HIGH,-1,0.0,0.0,3.0,5.0,0.0,0,0,1,0
15076,Mid-Retail,Young Single,0,Neutral,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15077,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,1.0,4930.0,2.0,8.0,0.125,0,0,0,0
15078,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15079,Mid-Retail,Young Family,1,At-Risk,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15080,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,1.0,10385.0,2.0,7.0,0.14285714285714285,0,0,0,0
15081,Mid-Retail,Young Family,3,Neutral,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,3.0,1.0,0.0,0,0,1,0
15082,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.5,0,0,1,0
15083,Upper-Retail,Young Professional,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,2.0,0.0,0.0,0,0,1,0
15084,Mid-Retail,Young Family,1,Neutral,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,3.0,1.0,0.0,0,0,0,0
15085,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,HIGH,-1,0.0,0.0,4.0,3.0,0.3333333333333333,0,0,1,0
15086,Mid-Retail,Established Professional,1,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,2.0,5.0,0.2,0,0,0,0
15087,Upper-Retail,Young Single,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,3.0,2.0,0.0,0,0,1,0
15088,Mid-Retail,Pre-Retirement,3,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,4.0,4.0,0.0,0,0,1,0
15089,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15090,Upper-Retail,Young Professional,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,3.0,4.0,0.0,0,0,1,0
15091,Mid-Retail,Young Professional,0,Neutral,Mid-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15092,Mid-Retail,Retired,0,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15093,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15094,Upper-Retail,Retired,2,Champion,Upper-Retail Retired,Casa,HIGH,2,0.0,0.0,3.0,1.0,0.0,0,0,0,0
15095,Upper-Retail,Pre-Retirement,1,Champion,Upper-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.5,0,0,0,0
15096,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,MEDIUM,-1,1.0,8374.0,1.0,0.0,0.0,0,0,0,0
15097,Upper-Retail,Established Professional,1,Champion,Upper-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15098,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,3.0,1.0,0.0,0,0,0,0
15099,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15100,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15101,Entry-Retail,Established Family,1,Champion,Entry-Retail Established Family,Casa,HIGH,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
15102,Mid-Retail,Young Family,2,Neutral,Mid-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,2.0,1.0,0.0,0,0,1,0
15103,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15104,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
15105,Mid-Retail,Established Professional,3,Neutral,Mid-Retail Established Professional,Casa,MEDIUM,-1,1.0,6283.0,3.0,5.0,0.0,0,0,1,0
15106,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,MEDIUM,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15107,Upper-Retail,Young Professional,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,MEDIUM,0,1.0,39096.0,3.0,1.0,0.0,0,0,1,0
15108,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,CRITICAL,-1,0.0,0.0,3.0,1.0,0.0,0,0,1,0
15109,Entry-Retail,Young Professional,0,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15110,Upper-Retail,Established Family,1,Champion,Upper-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15111,Entry-Retail,Young Professional,1,Champion,Entry-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,1.0,5.0,0.0,0,0,0,0
15112,Entry-Retail,Established Family,1,Neutral,Entry-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15113,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,3.0,7.0,0.0,0,0,0,0
15114,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15115,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,1,0
15116,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,MEDIUM,-1,1.0,18330.0,2.0,1.0,0.0,0,0,0,0
15117,Upper-Retail,Established Family,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,4.0,3.0,0.0,0,0,1,0
15118,Upper-Retail,Pre-Retirement,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,HIGH,1,0.0,0.0,3.0,6.0,0.0,0,0,1,0
15119,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,1.0,15475.0,3.0,4.0,0.0,0,0,0,0
15120,Mid-Retail,Retired,2,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15121,Mid-Retail,Young Professional,1,At-Risk,Mid-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15122,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15123,Upper-Retail,Established Professional,2,Neutral,Upper-Retail Established Professional,Casa,MEDIUM,2,0.0,0.0,3.0,4.0,0.25,0,0,0,0
15124,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,1.0,44304.0,3.0,4.0,0.0,0,0,1,0
15125,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,2.0,3.0,0.3333333333333333,0,0,0,0
15126,Mid-Retail,Young Professional,3,Champion,Mid-Retail Young Professional,Casa,HIGH,-1,1.0,972.0,3.0,1.0,0.0,0,0,1,0
15127,Entry-Retail,Established Professional,2,Neutral,Entry-Retail Established Professional,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15128,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15129,Upper-Retail,Pre-Retirement,1,Champion,Upper-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,1.0,5.0,0.0,0,0,0,0
15130,Upper-Retail,Young Professional,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,3,0.0,0.0,3.0,0.0,0.0,0,0,1,0
15131,Mid-Retail,Established Family,1,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15132,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,MEDIUM,-1,2.0,43740.0,3.0,1.0,0.0,0,0,0,0
15133,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15134,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15135,Upper-Retail,Established Professional,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,0,1.0,35619.0,4.0,0.0,0.0,0,0,1,0
15136,Upper-Retail,Retired,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,4.0,4.0,0.0,0,0,1,0
15137,Mid-Retail,Established Professional,1,At-Risk,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15138,Upper-Retail,Established Family,2,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,3,0.0,0.0,3.0,1.0,0.0,0,0,1,0
15139,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15140,Entry-Retail,Young Single,0,Neutral,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15141,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,1.0,3.0,0.0,0,0,1,0
15142,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15143,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
15144,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,5.0,0.0,0,0,0,0
15145,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15146,Mid-Retail,Established Family,1,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15147,Upper-Retail,Pre-Retirement,2,Neutral,Upper-Retail Pre-Retirement,Casa,LOW,3,0.0,0.0,2.0,0.0,0.0,0,0,0,0
15148,Upper-Retail,Young Single,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,2.0,2.0,0.0,0,0,1,0
15149,Mid-Retail,Established Family,1,At-Risk,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15150,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15151,Mid-Retail,Established Professional,0,Neutral,Mid-Retail Established Professional,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15152,Upper-Retail,Young Family,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,0,2.0,56311.0,5.0,1.0,0.0,0,0,1,0
15153,Mid-Retail,Established Family,1,Champion,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15154,Entry-Retail,Young Family,1,Neutral,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15155,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,4.0,3.0,0.0,0,0,1,0
15156,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,3.0,3.0,0.6666666666666666,0,0,0,0
15157,Upper-Retail,Young Family,2,Neutral,Affluent Young Families,Casa+Salute,LOW,3,1.0,23863.0,2.0,1.0,0.0,0,0,1,0
15158,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,HIGH,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15159,Entry-Retail,Retired,1,Neutral,Entry-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,1.0,4.0,0.0,0,0,0,0
15160,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15161,Entry-Retail,Young Family,1,At-Risk,Entry-Retail Young Family,Casa,HIGH,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15162,Upper-Retail,Pre-Retirement,3,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,1,0.0,0.0,4.0,1.0,0.0,0,0,1,0
15163,Entry-Retail,Young Professional,0,Neutral,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,3.0,0.0,0,0,0,0
15164,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,1.0,6251.0,1.0,2.0,0.0,0,0,0,0
15165,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15166,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,3.0,0.0,0,0,0,0
15167,Upper-Retail,Young Family,2,Neutral,Affluent Young Families,Casa+Salute,HIGH,1,0.0,0.0,4.0,4.0,0.0,0,0,1,0
15168,Upper-Retail,Established Family,2,Neutral,Upper-Retail Established Family,Casa,HIGH,2,0.0,0.0,3.0,1.0,0.0,0,0,0,0
15169,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15170,Mid-Retail,Retired,0,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15171,Upper-Retail,Established Family,1,Champion,Investment-Only Affluent,Casa+Salute+Pip,CRITICAL,-1,1.0,45659.0,1.0,1.0,0.0,0,0,1,0
15172,Entry-Retail,Established Family,2,Champion,Entry-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,3.0,3.0,0.0,0,0,0,0
15173,Upper-Retail,Young Professional,1,Neutral,Investment-Only Affluent,Casa+Salute+Pip,MEDIUM,-1,0.0,0.0,1.0,2.0,0.0,0,0,1,0
15174,Mid-Retail,Retired,2,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,2.0,4.0,0.0,0,0,0,0
15175,Mid-Retail,Pre-Retirement,2,Champion,Mid-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,3.0,6.0,0.0,0,0,0,0
15176,Entry-Retail,Pre-Retirement,1,Champion,Entry-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15177,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,3.0,2.0,0.0,0,0,1,0
15178,Mid-Retail,Young Family,0,At-Risk,Mid-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15179,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15180,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,4.0,4.0,0.0,0,0,1,0
15181,Mid-Retail,Young Professional,3,Neutral,Mid-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,3.0,2.0,0.0,0,0,1,0
15182,Mid-Retail,Retired,1,Champion,Mid-Retail Retired,Casa,CRITICAL,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15183,Mid-Retail,Established Professional,1,Neutral,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15184,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15185,Mid-Retail,Established Family,1,Neutral,Mid-Retail Established Family,Casa,MEDIUM,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15186,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15187,Entry-Retail,Young Family,1,Neutral,Entry-Retail Young Family,Casa,MEDIUM,-1,0.0,0.0,2.0,2.0,0.0,0,0,0,0
15188,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15189,Entry-Retail,Young Professional,1,At-Risk,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15190,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15191,Mid-Retail,Young Single,2,At-Risk,Mid-Retail Young Single,Casa,LOW,-1,0.0,0.0,2.0,0.0,0.0,0,0,1,0
15192,Entry-Retail,Retired,1,Neutral,Entry-Retail Retired,Casa,MEDIUM,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15193,Mid-Retail,Established Family,0,At-Risk,Mid-Retail Established Family,Casa,HIGH,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15194,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,1.0,5598.0,2.0,4.0,0.0,0,0,0,0
15195,Mid-Retail,Retired,2,Neutral,Mid-Retail Retired,Casa,LOW,-1,0.0,0.0,2.0,3.0,0.3333333333333333,0,0,0,0
15196,Upper-Retail,Young Professional,1,Neutral,Upper-Retail Young Professional,Casa,MEDIUM,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
15197,Entry-Retail,Young Family,2,At-Risk,Entry-Retail Young Family,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15198,Mid-Retail,Established Family,3,Champion,Mid-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,4.0,3.0,0.0,0,0,1,0
15199,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,1.0,27668.0,4.0,2.0,0.0,0,0,1,0
15200,Upper-Retail,Pre-Retirement,1,Champion,Upper-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,2.0,5.0,0.2,0,0,0,0
15201,Upper-Retail,Young Family,3,Neutral,Investment-Only Affluent,Casa+Salute+Pip,MEDIUM,3,0.0,0.0,4.0,1.0,0.0,0,0,1,0
15202,Mid-Retail,Established Family,2,Neutral,Mid-Retail Established Family,Casa,LOW,-1,0.0,0.0,3.0,2.0,0.0,0,0,0,0
15203,Mid-Retail,Established Professional,1,Champion,Mid-Retail Established Professional,Casa,HIGH,-1,1.0,7065.0,2.0,3.0,0.0,0,0,0,0
15204,Mid-Retail,Established Professional,2,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,2.0,7.0,0.0,0,0,1,0
15205,Mid-Retail,Young Professional,0,At-Risk,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15206,Mid-Retail,Young Single,1,Neutral,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,1.0,2.0,0.0,0,0,0,0
15207,Entry-Retail,Young Single,1,Neutral,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,1,0
15208,Mid-Retail,Established Professional,1,Champion,Mid-Retail Established Professional,Casa,CRITICAL,-1,0.0,0.0,2.0,4.0,0.25,0,0,0,0
15209,Mid-Retail,Pre-Retirement,1,Neutral,Mid-Retail Pre-Retirement,Casa,LOW,-1,0.0,0.0,1.0,4.0,0.0,0,0,0,0
15210,Upper-Retail,Pre-Retirement,1,Champion,Upper-Retail Pre-Retirement,Casa,CRITICAL,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15211,Mid-Retail,Young Family,2,Neutral,Mid-Retail Young Family,Casa,LOW,-1,1.0,49632.0,3.0,3.0,0.3333333333333333,0,0,1,0
15212,Entry-Retail,Young Single,0,Neutral,Entry-Retail Young Single,Casa,HIGH,-1,0.0,0.0,0.0,0.0,0.0,0,0,0,0
15213,Mid-Retail,Established Professional,2,Neutral,Mid-Retail Established Professional,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15214,Entry-Retail,Young Single,1,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,1.0,1.0,0.0,0,0,0,0
15215,Mid-Retail,Young Single,2,Neutral,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,3.0,1.0,0.0,0,0,1,0
15216,Upper-Retail,Established Family,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,2.0,1.0,0.0,0,0,1,0
15217,Entry-Retail,Young Professional,1,Neutral,Entry-Retail Young Professional,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15218,Mid-Retail,Pre-Retirement,1,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,2.0,6.0,0.0,0,0,0,0
15219,Mid-Retail,Young Single,0,At-Risk,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,0.0,1.0,0.0,0,0,0,0
15220,Mid-Retail,Pre-Retirement,3,Champion,Mid-Retail Pre-Retirement,Casa,HIGH,-1,0.0,0.0,4.0,2.0,0.0,0,0,1,0
15221,Mid-Retail,Young Professional,1,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,0.0,0.0,2.0,3.0,0.3333333333333333,0,0,1,0
15222,Mid-Retail,Young Single,1,Neutral,Mid-Retail Young Single,Casa,MEDIUM,-1,0.0,0.0,2.0,0.0,0.0,0,0,0,0
15223,Entry-Retail,Established Professional,1,Neutral,Entry-Retail Established Professional,Casa,LOW,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15224,Mid-Retail,Established Family,2,Champion,Mid-Retail Established Family,Casa,HIGH,-1,1.0,2910.0,2.0,3.0,0.0,0,0,0,0
15225,Mid-Retail,Retired,1,Neutral,Mid-Retail Retired,Casa,HIGH,-1,0.0,0.0,1.0,0.0,0.0,0,0,0,0
15226,Entry-Retail,Young Single,0,At-Risk,Entry-Retail Young Single,Casa,LOW,-1,0.0,0.0,0.0,2.0,0.0,0,0,0,0
15227,Mid-Retail,Young Professional,2,Neutral,Mid-Retail Young Professional,Casa,LOW,-1,1.0,19931.0,2.0,2.0,0.0,0,0,1,0
15228,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,HIGH,-1,1.0,18063.0,3.0,2.0,0.0,0,0,1,0
15229,Entry-Retail,Established Family,2,Neutral,Entry-Retail Established Family,Casa,CRITICAL,-1,0.0,0.0,2.0,5.0,0.0,0,0,0,0
15230,Mid-Retail,Young Family,1,Neutral,Mid-Retail Young Family,Casa,HIGH,-1,0.0,0.0,2.0,3.0,0.0,0,0,0,0
15231,Upper-Retail,Established Family,1,Neutral,Upper-Retail Established Family,Casa,LOW,-1,0.0,0.0,2.0,1.0,0.0,0,0,0,0
15232,Upper-Retail,Young Single,2,Neutral,Investment-Only Affluent,Casa+Salute+Pip,LOW,3,0.0,0.0,3.0,3.0,0.0,0,0,1,0
15233,Mid-Retail,Young Family,2,Neutral,Mid-Retail Young Family,Casa,LOW,-1,0.0,0.0,2.0,2.0,0.0,0,0,1,0
15234,Mid-Retail,Young Family,2,Champion,Mid-Retail Young Family,Casa,HIGH,-1,2.0,12576.0,3.0,1.0,0.0,0,0,1,0
